,date,store_nbr,item_nbr,units,date1j
249199,2012-02-21,2,5,80,51
249238,2012-02-21,2,44,89,51
249310,2012-02-21,3,5,27,51
249350,2012-02-21,3,45,56,51
249425,2012-02-21,4,9,143,51
249443,2012-02-21,4,27,3,51
249506,2012-02-21,4,90,1,51
249543,2012-02-21,5,16,14,51
249564,2012-02-21,5,37,1,51
249647,2012-02-21,6,9,40,51
249683,2012-02-21,6,45,42,51
249754,2012-02-21,7,5,113,51
249772,2012-02-21,7,23,23,51
249865,2012-02-21,8,5,11,51
249883,2012-02-21,8,23,8,51
249919,2012-02-21,8,59,1,51
249976,2012-02-21,9,5,42,51
250013,2012-02-21,9,42,8,51
250016,2012-02-21,9,45,66,51
250087,2012-02-21,10,5,48,51
250103,2012-02-21,10,21,1,51
250119,2012-02-21,10,37,18,51
250202,2012-02-21,11,9,43,51
250254,2012-02-21,11,61,2,51
250261,2012-02-21,11,68,57,51
250320,2012-02-21,12,16,21,51
250341,2012-02-21,12,37,20,51
250420,2012-02-21,13,5,21,51
250451,2012-02-21,13,36,83,51
250535,2012-02-21,14,9,18,51
250551,2012-02-21,14,25,9,51
250642,2012-02-21,15,5,42,51
250682,2012-02-21,15,45,113,51
250698,2012-02-21,15,61,1,51
250730,2012-02-21,15,93,1,51
250764,2012-02-21,16,16,34,51
250773,2012-02-21,16,25,157,51
250868,2012-02-21,17,9,101,51
250896,2012-02-21,17,37,30,51
250907,2012-02-21,17,48,110,51
250930,2012-02-21,17,71,1,51
250975,2012-02-21,18,5,15,51
251007,2012-02-21,18,37,7,51
251042,2012-02-21,18,72,2,51
251097,2012-02-21,19,16,15,51
251150,2012-02-21,19,69,2,51
251164,2012-02-21,19,83,1,51
251197,2012-02-21,20,5,76,51
251233,2012-02-21,20,41,13,51
251308,2012-02-21,21,5,21,51
251347,2012-02-21,21,44,62,51
251394,2012-02-21,21,91,1,51
251423,2012-02-21,22,9,51,51
251482,2012-02-21,22,68,33,51
251530,2012-02-21,23,5,40,51
251554,2012-02-21,23,29,1,51
251570,2012-02-21,23,45,29,51
251642,2012-02-21,24,6,9,51
251679,2012-02-21,24,43,71,51
251712,2012-02-21,24,76,1,51
251756,2012-02-21,25,9,178,51
251759,2012-02-21,25,12,1,51
251792,2012-02-21,25,45,87,51
251828,2012-02-21,25,81,13,51
251840,2012-02-21,25,93,2,51
251863,2012-02-21,26,5,68,51
251903,2012-02-21,26,45,38,51
251978,2012-02-21,27,9,33,51
252037,2012-02-21,27,68,58,51
252049,2012-02-21,27,80,2,51
252062,2012-02-21,27,93,5,51
252085,2012-02-21,28,5,74,51
252125,2012-02-21,28,45,37,51
252199,2012-02-21,29,8,41,51
252232,2012-02-21,29,41,18,51
252236,2012-02-21,29,45,77,51
252318,2012-02-21,30,16,32,51
252346,2012-02-21,30,44,161,51
252422,2012-02-21,31,9,63,51
252458,2012-02-21,31,45,58,51
252480,2012-02-21,31,67,13,51
252533,2012-02-21,32,9,36,51
252569,2012-02-21,32,45,39,51
252575,2012-02-21,32,51,1,51
252644,2012-02-21,33,9,97,51
252679,2012-02-21,33,44,136,51
252755,2012-02-21,34,9,63,51
252791,2012-02-21,34,45,93,51
252866,2012-02-21,36,9,43,51
252901,2012-02-21,36,44,61,51
252973,2012-02-21,37,5,42,51
253013,2012-02-21,37,45,53,51
253088,2012-02-21,38,9,97,51
253124,2012-02-21,38,45,75,51
253131,2012-02-21,38,52,1,51
253199,2012-02-21,39,9,3,51
253226,2012-02-21,39,36,14,51
253306,2012-02-21,40,5,69,51
253346,2012-02-21,40,45,67,51
253428,2012-02-21,41,16,36,51
253473,2012-02-21,41,61,3,51
253480,2012-02-21,41,68,69,51
253528,2012-02-21,42,5,29,51
253568,2012-02-21,42,45,48,51
253650,2012-02-21,43,16,26,51
253671,2012-02-21,43,37,19,51
253750,2012-02-21,44,5,33,51
253813,2012-02-21,44,68,81,51
253838,2012-02-21,44,93,1,51
253865,2012-02-21,45,9,12,51
253882,2012-02-21,45,26,5,51
253976,2012-02-22,1,9,36,52
253995,2012-02-22,1,28,9,52
254060,2012-02-22,1,93,6,52
254083,2012-02-22,2,5,26,52
254089,2012-02-22,2,11,1,52
254122,2012-02-22,2,44,103,52
254194,2012-02-22,3,5,54,52
254234,2012-02-22,3,45,46,52
254282,2012-02-22,3,93,2,52
254309,2012-02-22,4,9,158,52
254327,2012-02-22,4,27,6,52
254427,2012-02-22,5,16,32,52
254431,2012-02-22,5,20,2,52
254448,2012-02-22,5,37,10,52
254531,2012-02-22,6,9,52,52
254567,2012-02-22,6,45,40,52
254638,2012-02-22,7,5,96,52
254640,2012-02-22,7,7,5,52
254656,2012-02-22,7,23,12,52
254749,2012-02-22,8,5,12,52
254767,2012-02-22,8,23,4,52
254803,2012-02-22,8,59,1,52
254837,2012-02-22,8,93,1,52
254865,2012-02-22,9,10,5,52
254897,2012-02-22,9,42,4,52
254900,2012-02-22,9,45,89,52
254971,2012-02-22,10,5,32,52
254987,2012-02-22,10,21,2,52
255003,2012-02-22,10,37,8,52
255086,2012-02-22,11,9,41,52
255145,2012-02-22,11,68,52,52
255204,2012-02-22,12,16,22,52
255225,2012-02-22,12,37,17,52
255281,2012-02-22,12,93,5,52
255304,2012-02-22,13,5,50,52
255335,2012-02-22,13,36,94,52
255419,2012-02-22,14,9,16,52
255435,2012-02-22,14,25,1,52
255526,2012-02-22,15,5,91,52
255566,2012-02-22,15,45,81,52
255582,2012-02-22,15,61,4,52
255614,2012-02-22,15,93,1,52
255648,2012-02-22,16,16,27,52
255657,2012-02-22,16,25,149,52
255717,2012-02-22,16,85,1,52
255752,2012-02-22,17,9,122,52
255780,2012-02-22,17,37,35,52
255791,2012-02-22,17,48,98,52
255859,2012-02-22,18,5,30,52
255891,2012-02-22,18,37,6,52
255981,2012-02-22,19,16,16,52
256034,2012-02-22,19,69,2,52
256048,2012-02-22,19,83,4,52
256081,2012-02-22,20,5,117,52
256094,2012-02-22,20,18,1,52
256117,2012-02-22,20,41,16,52
256169,2012-02-22,20,93,4,52
256192,2012-02-22,21,5,30,52
256231,2012-02-22,21,44,60,52
256307,2012-02-22,22,9,49,52
256366,2012-02-22,22,68,26,52
256414,2012-02-22,23,5,19,52
256438,2012-02-22,23,29,2,52
256454,2012-02-22,23,45,34,52
256526,2012-02-22,24,6,34,52
256563,2012-02-22,24,43,61,52
256596,2012-02-22,24,76,1,52
256640,2012-02-22,25,9,128,52
256676,2012-02-22,25,45,86,52
256712,2012-02-22,25,81,7,52
256747,2012-02-22,26,5,67,52
256787,2012-02-22,26,45,34,52
256862,2012-02-22,27,9,18,52
256921,2012-02-22,27,68,45,52
256933,2012-02-22,27,80,3,52
256969,2012-02-22,28,5,71,52
256999,2012-02-22,28,35,3,52
257009,2012-02-22,28,45,51,52
257083,2012-02-22,29,8,45,52
257116,2012-02-22,29,41,19,52
257120,2012-02-22,29,45,76,52
257131,2012-02-22,29,56,2,52
257202,2012-02-22,30,16,32,52
257230,2012-02-22,30,44,157,52
257251,2012-02-22,30,65,2,52
257306,2012-02-22,31,9,53,52
257342,2012-02-22,31,45,51,52
257364,2012-02-22,31,67,10,52
257417,2012-02-22,32,9,46,52
257453,2012-02-22,32,45,48,52
257459,2012-02-22,32,51,1,52
257466,2012-02-22,32,58,4,52
257494,2012-02-22,32,86,1,52
257528,2012-02-22,33,9,86,52
257563,2012-02-22,33,44,123,52
257612,2012-02-22,33,93,4,52
257639,2012-02-22,34,9,14,52
257661,2012-02-22,34,31,3,52
257675,2012-02-22,34,45,72,52
257682,2012-02-22,34,52,1,52
257750,2012-02-22,36,9,30,52
257771,2012-02-22,36,30,2,52
257785,2012-02-22,36,44,64,52
257857,2012-02-22,37,5,56,52
257897,2012-02-22,37,45,37,52
257972,2012-02-22,38,9,79,52
258008,2012-02-22,38,45,73,52
258083,2012-02-22,39,9,3,52
258110,2012-02-22,39,36,5,52
258190,2012-02-22,40,5,32,52
258230,2012-02-22,40,45,53,52
258240,2012-02-22,40,55,2,52
258312,2012-02-22,41,16,39,52
258357,2012-02-22,41,61,1,52
258364,2012-02-22,41,68,58,52
258412,2012-02-22,42,5,51,52
258452,2012-02-22,42,45,68,52
258534,2012-02-22,43,16,26,52
258555,2012-02-22,43,37,20,52
258591,2012-02-22,43,73,1,52
258611,2012-02-22,43,93,1,52
258634,2012-02-22,44,5,34,52
258697,2012-02-22,44,68,40,52
258722,2012-02-22,44,93,3,52
258723,2012-02-22,44,94,1,52
258749,2012-02-22,45,9,5,52
258766,2012-02-22,45,26,4,52
258860,2012-02-23,1,9,14,53
258879,2012-02-23,1,28,8,53
258967,2012-02-23,2,5,69,53
258973,2012-02-23,2,11,1,53
259006,2012-02-23,2,44,114,53
259078,2012-02-23,3,5,33,53
259118,2012-02-23,3,45,56,53
259193,2012-02-23,4,9,114,53
259211,2012-02-23,4,27,6,53
259311,2012-02-23,5,16,31,53
259332,2012-02-23,5,37,3,53
259388,2012-02-23,5,93,1,53
259415,2012-02-23,6,9,15,53
259451,2012-02-23,6,45,35,53
259522,2012-02-23,7,5,80,53
259524,2012-02-23,7,7,3,53
259540,2012-02-23,7,23,13,53
259633,2012-02-23,8,5,4,53
259651,2012-02-23,8,23,7,53
259687,2012-02-23,8,59,1,53
259744,2012-02-23,9,5,20,53
259749,2012-02-23,9,10,2,53
259781,2012-02-23,9,42,11,53
259784,2012-02-23,9,45,63,53
259855,2012-02-23,10,5,64,53
259887,2012-02-23,10,37,11,53
259943,2012-02-23,10,93,10,53
259970,2012-02-23,11,9,30,53
260029,2012-02-23,11,68,48,53
260088,2012-02-23,12,16,19,53
260109,2012-02-23,12,37,13,53
260165,2012-02-23,12,93,3,53
260188,2012-02-23,13,5,61,53
260219,2012-02-23,13,36,61,53
260229,2012-02-23,13,46,1,53
260303,2012-02-23,14,9,6,53
260319,2012-02-23,14,25,8,53
260410,2012-02-23,15,5,110,53
260450,2012-02-23,15,45,53,53
260532,2012-02-23,16,16,34,53
260541,2012-02-23,16,25,156,53
260636,2012-02-23,17,9,113,53
260664,2012-02-23,17,37,26,53
260675,2012-02-23,17,48,101,53
260743,2012-02-23,18,5,17,53
260775,2012-02-23,18,37,7,53
260865,2012-02-23,19,16,29,53
260918,2012-02-23,19,69,2,53
260932,2012-02-23,19,83,11,53
260965,2012-02-23,20,5,39,53
261001,2012-02-23,20,41,16,53
261076,2012-02-23,21,5,41,53
261115,2012-02-23,21,44,70,53
261162,2012-02-23,21,91,1,53
261191,2012-02-23,22,9,54,53
261250,2012-02-23,22,68,63,53
261298,2012-02-23,23,5,17,53
261338,2012-02-23,23,45,34,53
261349,2012-02-23,23,56,2,53
261410,2012-02-23,24,6,10,53
261447,2012-02-23,24,43,52,53
261524,2012-02-23,25,9,75,53
261527,2012-02-23,25,12,1,53
261560,2012-02-23,25,45,64,53
261596,2012-02-23,25,81,10,53
261631,2012-02-23,26,5,16,53
261671,2012-02-23,26,45,41,53
261746,2012-02-23,27,9,17,53
261805,2012-02-23,27,68,31,53
261817,2012-02-23,27,80,2,53
261853,2012-02-23,28,5,11,53
261893,2012-02-23,28,45,39,53
261967,2012-02-23,29,8,12,53
262000,2012-02-23,29,41,18,53
262004,2012-02-23,29,45,62,53
262015,2012-02-23,29,56,2,53
262086,2012-02-23,30,16,33,53
262114,2012-02-23,30,44,168,53
262190,2012-02-23,31,9,45,53
262226,2012-02-23,31,45,73,53
262248,2012-02-23,31,67,5,53
262301,2012-02-23,32,9,62,53
262337,2012-02-23,32,45,24,53
262343,2012-02-23,32,51,1,53
262412,2012-02-23,33,9,68,53
262447,2012-02-23,33,44,135,53
262523,2012-02-23,34,9,15,53
262559,2012-02-23,34,45,61,53
262634,2012-02-23,36,9,37,53
262655,2012-02-23,36,30,1,53
262669,2012-02-23,36,44,69,53
262741,2012-02-23,37,5,37,53
262781,2012-02-23,37,45,45,53
262856,2012-02-23,38,9,97,53
262892,2012-02-23,38,45,72,53
262940,2012-02-23,38,93,2,53
262967,2012-02-23,39,9,5,53
262994,2012-02-23,39,36,11,53
263074,2012-02-23,40,5,36,53
263114,2012-02-23,40,45,27,53
263124,2012-02-23,40,55,6,53
263196,2012-02-23,41,16,31,53
263241,2012-02-23,41,61,1,53
263248,2012-02-23,41,68,73,53
263273,2012-02-23,41,93,3,53
263296,2012-02-23,42,5,17,53
263336,2012-02-23,42,45,66,53
263373,2012-02-23,42,82,1,53
263418,2012-02-23,43,16,37,53
263439,2012-02-23,43,37,17,53
263475,2012-02-23,43,73,1,53
263518,2012-02-23,44,5,34,53
263581,2012-02-23,44,68,83,53
263606,2012-02-23,44,93,12,53
263607,2012-02-23,44,94,1,53
263633,2012-02-23,45,9,3,53
263650,2012-02-23,45,26,7,53
263744,2012-02-24,1,9,24,54
263763,2012-02-24,1,28,3,54
263828,2012-02-24,1,93,13,54
263851,2012-02-24,2,5,17,54
263857,2012-02-24,2,11,2,54
263890,2012-02-24,2,44,86,54
263962,2012-02-24,3,5,52,54
264002,2012-02-24,3,45,66,54
264077,2012-02-24,4,9,175,54
264095,2012-02-24,4,27,5,54
264195,2012-02-24,5,16,26,54
264199,2012-02-24,5,20,1,54
264211,2012-02-24,5,32,3,54
264216,2012-02-24,5,37,11,54
264272,2012-02-24,5,93,6,54
264299,2012-02-24,6,9,16,54
264335,2012-02-24,6,45,53,54
264406,2012-02-24,7,5,55,54
264408,2012-02-24,7,7,1,54
264424,2012-02-24,7,23,15,54
264517,2012-02-24,8,5,31,54
264535,2012-02-24,8,23,5,54
264571,2012-02-24,8,59,2,54
264605,2012-02-24,8,93,1,54
264628,2012-02-24,9,5,92,54
264665,2012-02-24,9,42,9,54
264668,2012-02-24,9,45,74,54
264739,2012-02-24,10,5,43,54
264755,2012-02-24,10,21,2,54
264771,2012-02-24,10,37,12,54
264820,2012-02-24,10,86,2,54
264827,2012-02-24,10,93,2,54
264854,2012-02-24,11,9,11,54
264913,2012-02-24,11,68,66,54
264972,2012-02-24,12,16,22,54
264993,2012-02-24,12,37,38,54
265042,2012-02-24,12,86,2,54
265049,2012-02-24,12,93,1,54
265072,2012-02-24,13,5,128,54
265103,2012-02-24,13,36,101,54
265113,2012-02-24,13,46,2,54
265187,2012-02-24,14,9,4,54
265203,2012-02-24,14,25,26,54
265211,2012-02-24,14,33,2,54
265294,2012-02-24,15,5,129,54
265334,2012-02-24,15,45,149,54
265338,2012-02-24,15,49,3,54
265350,2012-02-24,15,61,4,54
265416,2012-02-24,16,16,42,54
265425,2012-02-24,16,25,194,54
265520,2012-02-24,17,9,66,54
265548,2012-02-24,17,37,37,54
265559,2012-02-24,17,48,117,54
265627,2012-02-24,18,5,17,54
265659,2012-02-24,18,37,6,54
265749,2012-02-24,19,16,25,54
265802,2012-02-24,19,69,1,54
265816,2012-02-24,19,83,6,54
265826,2012-02-24,19,93,1,54
265849,2012-02-24,20,5,78,54
265885,2012-02-24,20,41,29,54
265960,2012-02-24,21,5,49,54
265999,2012-02-24,21,44,62,54
266075,2012-02-24,22,9,51,54
266134,2012-02-24,22,68,48,54
266159,2012-02-24,22,93,14,54
266182,2012-02-24,23,5,37,54
266206,2012-02-24,23,29,1,54
266222,2012-02-24,23,45,28,54
266233,2012-02-24,23,56,2,54
266294,2012-02-24,24,6,85,54
266331,2012-02-24,24,43,66,54
266348,2012-02-24,24,60,1,54
266408,2012-02-24,25,9,79,54
266411,2012-02-24,25,12,1,54
266444,2012-02-24,25,45,85,54
266480,2012-02-24,25,81,14,54
266515,2012-02-24,26,5,36,54
266555,2012-02-24,26,45,50,54
266630,2012-02-24,27,9,12,54
266642,2012-02-24,27,21,2,54
266689,2012-02-24,27,68,68,54
266701,2012-02-24,27,80,2,54
266714,2012-02-24,27,93,12,54
266737,2012-02-24,28,5,43,54
266777,2012-02-24,28,45,40,54
266851,2012-02-24,29,8,30,54
266884,2012-02-24,29,41,19,54
266888,2012-02-24,29,45,62,54
266899,2012-02-24,29,56,1,54
266970,2012-02-24,30,16,31,54
266998,2012-02-24,30,44,133,54
267005,2012-02-24,30,51,8,54
267074,2012-02-24,31,9,75,54
267110,2012-02-24,31,45,66,54
267132,2012-02-24,31,67,8,54
267185,2012-02-24,32,9,58,54
267195,2012-02-24,32,19,1,54
267221,2012-02-24,32,45,43,54
267227,2012-02-24,32,51,4,54
267234,2012-02-24,32,58,1,54
267296,2012-02-24,33,9,155,54
267331,2012-02-24,33,44,125,54
267380,2012-02-24,33,93,2,54
267407,2012-02-24,34,9,48,54
267429,2012-02-24,34,31,2,54
267443,2012-02-24,34,45,101,54
267450,2012-02-24,34,52,4,54
267518,2012-02-24,36,9,27,54
267553,2012-02-24,36,44,65,54
267625,2012-02-24,37,5,74,54
267665,2012-02-24,37,45,64,54
267740,2012-02-24,38,9,92,54
267776,2012-02-24,38,45,74,54
267783,2012-02-24,38,52,1,54
267851,2012-02-24,39,9,4,54
267878,2012-02-24,39,36,9,54
267958,2012-02-24,40,5,46,54
267998,2012-02-24,40,45,49,54
268008,2012-02-24,40,55,2,54
268080,2012-02-24,41,16,45,54
268132,2012-02-24,41,68,66,54
268150,2012-02-24,41,86,1,54
268180,2012-02-24,42,5,36,54
268220,2012-02-24,42,45,50,54
268302,2012-02-24,43,16,30,54
268323,2012-02-24,43,37,15,54
268379,2012-02-24,43,93,3,54
268402,2012-02-24,44,5,23,54
268465,2012-02-24,44,68,51,54
268491,2012-02-24,44,94,1,54
268517,2012-02-24,45,9,6,54
268534,2012-02-24,45,26,2,54
268628,2012-02-25,1,9,60,55
268647,2012-02-25,1,28,9,55
268735,2012-02-25,2,5,36,55
268774,2012-02-25,2,44,116,55
268815,2012-02-25,2,85,3,55
268846,2012-02-25,3,5,37,55
268886,2012-02-25,3,45,81,55
268961,2012-02-25,4,9,189,55
268979,2012-02-25,4,27,7,55
269042,2012-02-25,4,90,1,55
269079,2012-02-25,5,16,28,55
269100,2012-02-25,5,37,16,55
269156,2012-02-25,5,93,11,55
269183,2012-02-25,6,9,24,55
269219,2012-02-25,6,45,33,55
269290,2012-02-25,7,5,68,55
269292,2012-02-25,7,7,2,55
269308,2012-02-25,7,23,21,55
269401,2012-02-25,8,5,25,55
269419,2012-02-25,8,23,9,55
269512,2012-02-25,9,5,93,55
269517,2012-02-25,9,10,1,55
269549,2012-02-25,9,42,8,55
269552,2012-02-25,9,45,97,55
269600,2012-02-25,9,93,1,55
269623,2012-02-25,10,5,122,55
269655,2012-02-25,10,37,13,55
269711,2012-02-25,10,93,4,55
269738,2012-02-25,11,9,48,55
269790,2012-02-25,11,61,3,55
269797,2012-02-25,11,68,63,55
269815,2012-02-25,11,86,5,55
269856,2012-02-25,12,16,44,55
269877,2012-02-25,12,37,34,55
269926,2012-02-25,12,86,4,55
269933,2012-02-25,12,93,22,55
269956,2012-02-25,13,5,79,55
269987,2012-02-25,13,36,99,55
270071,2012-02-25,14,9,25,55
270087,2012-02-25,14,25,13,55
270178,2012-02-25,15,5,77,55
270218,2012-02-25,15,45,128,55
270222,2012-02-25,15,49,2,55
270234,2012-02-25,15,61,3,55
270266,2012-02-25,15,93,2,55
270300,2012-02-25,16,16,58,55
270309,2012-02-25,16,25,217,55
270404,2012-02-25,17,9,99,55
270432,2012-02-25,17,37,46,55
270443,2012-02-25,17,48,160,55
270466,2012-02-25,17,71,1,55
270511,2012-02-25,18,5,24,55
270543,2012-02-25,18,37,9,55
270633,2012-02-25,19,16,30,55
270700,2012-02-25,19,83,13,55
270733,2012-02-25,20,5,145,55
270769,2012-02-25,20,41,23,55
270844,2012-02-25,21,5,60,55
270883,2012-02-25,21,44,57,55
270959,2012-02-25,22,9,68,55
271018,2012-02-25,22,68,64,55
271043,2012-02-25,22,93,24,55
271066,2012-02-25,23,5,46,55
271106,2012-02-25,23,45,50,55
271117,2012-02-25,23,56,4,55
271178,2012-02-25,24,6,77,55
271215,2012-02-25,24,43,74,55
271292,2012-02-25,25,9,122,55
271295,2012-02-25,25,12,1,55
271328,2012-02-25,25,45,102,55
271364,2012-02-25,25,81,26,55
271399,2012-02-25,26,5,33,55
271439,2012-02-25,26,45,48,55
271514,2012-02-25,27,9,44,55
271526,2012-02-25,27,21,2,55
271573,2012-02-25,27,68,71,55
271598,2012-02-25,27,93,38,55
271621,2012-02-25,28,5,62,55
271661,2012-02-25,28,45,41,55
271735,2012-02-25,29,8,35,55
271768,2012-02-25,29,41,20,55
271772,2012-02-25,29,45,77,55
271854,2012-02-25,30,16,44,55
271882,2012-02-25,30,44,158,55
271958,2012-02-25,31,9,62,55
271994,2012-02-25,31,45,80,55
272016,2012-02-25,31,67,11,55
272042,2012-02-25,31,93,4,55
272069,2012-02-25,32,9,65,55
272079,2012-02-25,32,19,1,55
272105,2012-02-25,32,45,59,55
272111,2012-02-25,32,51,2,55
272118,2012-02-25,32,58,2,55
272180,2012-02-25,33,9,168,55
272215,2012-02-25,33,44,167,55
272291,2012-02-25,34,9,30,55
272313,2012-02-25,34,31,1,55
272327,2012-02-25,34,45,109,55
272334,2012-02-25,34,52,2,55
272402,2012-02-25,36,9,33,55
272423,2012-02-25,36,30,7,55
272437,2012-02-25,36,44,69,55
272509,2012-02-25,37,5,54,55
272549,2012-02-25,37,45,73,55
272557,2012-02-25,37,53,1,55
272624,2012-02-25,38,9,90,55
272660,2012-02-25,38,45,105,55
272735,2012-02-25,39,9,8,55
272762,2012-02-25,39,36,13,55
272842,2012-02-25,40,5,119,55
272882,2012-02-25,40,45,90,55
272888,2012-02-25,40,51,1,55
272892,2012-02-25,40,55,3,55
272964,2012-02-25,41,16,45,55
273009,2012-02-25,41,61,2,55
273016,2012-02-25,41,68,72,55
273034,2012-02-25,41,86,1,55
273064,2012-02-25,42,5,39,55
273104,2012-02-25,42,45,55,55
273141,2012-02-25,42,82,1,55
273186,2012-02-25,43,16,46,55
273207,2012-02-25,43,37,32,55
273243,2012-02-25,43,73,2,55
273286,2012-02-25,44,5,40,55
273343,2012-02-25,44,62,2,55
273349,2012-02-25,44,68,72,55
273374,2012-02-25,44,93,4,55
273375,2012-02-25,44,94,1,55
273396,2012-02-25,45,4,3,55
273401,2012-02-25,45,9,12,55
273418,2012-02-25,45,26,10,55
273512,2012-02-26,1,9,47,56
273531,2012-02-26,1,28,4,56
273619,2012-02-26,2,5,93,56
273658,2012-02-26,2,44,128,56
273707,2012-02-26,2,93,4,56
273730,2012-02-26,3,5,101,56
273770,2012-02-26,3,45,99,56
273818,2012-02-26,3,93,1,56
273845,2012-02-26,4,9,227,56
273863,2012-02-26,4,27,14,56
273963,2012-02-26,5,16,35,56
273967,2012-02-26,5,20,1,56
273984,2012-02-26,5,37,17,56
274040,2012-02-26,5,93,1,56
274067,2012-02-26,6,9,38,56
274103,2012-02-26,6,45,90,56
274174,2012-02-26,7,5,125,56
274176,2012-02-26,7,7,3,56
274192,2012-02-26,7,23,37,56
274285,2012-02-26,8,5,78,56
274303,2012-02-26,8,23,16,56
274396,2012-02-26,9,5,67,56
274401,2012-02-26,9,10,3,56
274433,2012-02-26,9,42,12,56
274436,2012-02-26,9,45,89,56
274507,2012-02-26,10,5,64,56
274539,2012-02-26,10,37,15,56
274588,2012-02-26,10,86,1,56
274595,2012-02-26,10,93,2,56
274622,2012-02-26,11,9,44,56
274681,2012-02-26,11,68,62,56
274740,2012-02-26,12,16,50,56
274761,2012-02-26,12,37,7,56
274803,2012-02-26,12,79,2,56
274810,2012-02-26,12,86,8,56
274817,2012-02-26,12,93,18,56
274840,2012-02-26,13,5,69,56
274871,2012-02-26,13,36,124,56
274881,2012-02-26,13,46,1,56
274928,2012-02-26,13,93,2,56
274955,2012-02-26,14,9,4,56
274971,2012-02-26,14,25,19,56
275062,2012-02-26,15,5,175,56
275102,2012-02-26,15,45,178,56
275118,2012-02-26,15,61,1,56
275184,2012-02-26,16,16,68,56
275193,2012-02-26,16,25,187,56
275288,2012-02-26,17,9,128,56
275316,2012-02-26,17,37,46,56
275327,2012-02-26,17,48,165,56
275395,2012-02-26,18,5,12,56
275427,2012-02-26,18,37,14,56
275447,2012-02-26,18,57,2,56
275517,2012-02-26,19,16,29,56
275570,2012-02-26,19,69,1,56
275584,2012-02-26,19,83,14,56
275589,2012-02-26,19,88,1,56
275617,2012-02-26,20,5,86,56
275630,2012-02-26,20,18,1,56
275653,2012-02-26,20,41,44,56
275728,2012-02-26,21,5,20,56
275767,2012-02-26,21,44,98,56
275843,2012-02-26,22,9,48,56
275902,2012-02-26,22,68,89,56
275927,2012-02-26,22,93,11,56
275950,2012-02-26,23,5,32,56
275974,2012-02-26,23,29,2,56
275990,2012-02-26,23,45,57,56
276001,2012-02-26,23,56,5,56
276062,2012-02-26,24,6,79,56
276099,2012-02-26,24,43,62,56
276176,2012-02-26,25,9,152,56
276212,2012-02-26,25,45,111,56
276248,2012-02-26,25,81,12,56
276260,2012-02-26,25,93,3,56
276283,2012-02-26,26,5,83,56
276323,2012-02-26,26,45,55,56
276398,2012-02-26,27,9,21,56
276457,2012-02-26,27,68,91,56
276482,2012-02-26,27,93,27,56
276505,2012-02-26,28,5,36,56
276545,2012-02-26,28,45,60,56
276619,2012-02-26,29,8,39,56
276652,2012-02-26,29,41,15,56
276656,2012-02-26,29,45,72,56
276738,2012-02-26,30,16,34,56
276766,2012-02-26,30,44,256,56
276842,2012-02-26,31,9,83,56
276878,2012-02-26,31,45,98,56
276900,2012-02-26,31,67,17,56
276953,2012-02-26,32,9,110,56
276963,2012-02-26,32,19,1,56
276989,2012-02-26,32,45,58,56
276995,2012-02-26,32,51,1,56
277002,2012-02-26,32,58,1,56
277064,2012-02-26,33,9,245,56
277099,2012-02-26,33,44,188,56
277175,2012-02-26,34,9,11,56
277211,2012-02-26,34,45,109,56
277218,2012-02-26,34,52,1,56
277286,2012-02-26,36,9,52,56
277321,2012-02-26,36,44,87,56
277393,2012-02-26,37,5,72,56
277433,2012-02-26,37,45,97,56
277441,2012-02-26,37,53,1,56
277508,2012-02-26,38,9,123,56
277544,2012-02-26,38,45,118,56
277551,2012-02-26,38,52,2,56
277619,2012-02-26,39,9,2,56
277646,2012-02-26,39,36,8,56
277726,2012-02-26,40,5,73,56
277766,2012-02-26,40,45,86,56
277772,2012-02-26,40,51,3,56
277848,2012-02-26,41,16,53,56
277893,2012-02-26,41,61,2,56
277900,2012-02-26,41,68,79,56
277948,2012-02-26,42,5,45,56
277988,2012-02-26,42,45,71,56
278025,2012-02-26,42,82,1,56
278070,2012-02-26,43,16,39,56
278091,2012-02-26,43,37,21,56
278170,2012-02-26,44,5,56,56
278227,2012-02-26,44,62,1,56
278233,2012-02-26,44,68,70,56
278258,2012-02-26,44,93,6,56
278259,2012-02-26,44,94,1,56
278280,2012-02-26,45,4,1,56
278285,2012-02-26,45,9,40,56
278302,2012-02-26,45,26,5,56
278396,2012-02-27,1,9,19,57
278415,2012-02-27,1,28,7,57
278503,2012-02-27,2,5,39,57
278542,2012-02-27,2,44,82,57
278591,2012-02-27,2,93,13,57
278614,2012-02-27,3,5,94,57
278654,2012-02-27,3,45,70,57
278729,2012-02-27,4,9,88,57
278747,2012-02-27,4,27,7,57
278810,2012-02-27,4,90,1,57
278847,2012-02-27,5,16,20,57
278863,2012-02-27,5,32,1,57
278868,2012-02-27,5,37,6,57
278924,2012-02-27,5,93,4,57
